idSiniestro,NumVictimas,Anio,Mes,Dia,H,LugarHecho,TipoDeCalle,Calle,Cruce,Comuna,PosX,PosY,Participantes,Victima,Acusado,DiaSemana,Rol,Sexo,Edad,FechaFallecimiento,RangoHorario,Semestre
2017-0159,1,2017,Diciembre,20,4.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con Cruce,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,Miércoles,CONDUCTOR,MASCULINO,27.0,2017-12-20 00:00:00,madrugada,2
2017-0160,1,2017,Diciembre,22,13.0,AV. NAZCA 365,AVENIDA,NAZCA AV.,Sin Cruce,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,Viernes,PEATON,FEMENINO,30.0,2017-12-22 00:00:00,tarde,2
2017-0161,1,2017,Diciembre,26,15.0,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",Sin Cruce,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,30.0,2017-12-26 00:00:00,tarde,2
2018-0001,1,2018,Enero,1,22.0,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,Con Cruce,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,MASCULINO,83.0,2018-01-02 00:00:00,noche,1
2018-0002,1,2018,Enero,3,16.0,Peru 937,CALLE,PERU,Sin Cruce,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Miércoles,CICLISTA,FEMENINO,26.0,2018-01-03 00:00:00,tarde,1
2018-0003,1,2018,Enero,5,10.0,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",Con Cruce,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,Viernes,PEATON,FEMENINO,58.0,2018-01-05 00:00:00,mañana,1
2018-0004,1,2018,Enero,9,9.0,Del Libertador Av. y Manzanares,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,Martes,CONDUCTOR,MASCULINO,39.0,2018-01-09 00:00:00,mañana,1
2018-0005,1,2018,Enero,9,22.0,Paseo Colon Av. 1019,AVENIDA,PASEO COLON AV.,Sin Cruce,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,54.0,2018-01-09 00:00:00,noche,1
2018-0006,1,2018,Enero,10,21.0,Valle y Barco Centenera Del,CALLE,VALLE,Con Cruce,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Miércoles,CICLISTA,FEMENINO,45.0,2018-01-10 00:00:00,noche,1
2018-0007,1,2018,Enero,11,2.0,AU Perito Moreno  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,Jueves,CONDUCTOR,MASCULINO,46.0,2018-01-11 00:00:00,madrugada,1
2018-0008,1,2018,Enero,12,17.0,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,"HUERGO, ING. AV.",Con Cruce,1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,FEMENINO,32.0,2018-01-12 00:00:00,tarde,1
2018-0009,1,2018,Enero,14,2.0,"Pilcomayo y Brown, Alte. Av.",AVENIDA,PILCOMAYO,Con Cruce,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,Domingo,CONDUCTOR,MASCULINO,19.0,2018-01-14 00:00:00,madrugada,1
2018-0010,1,2018,Enero,18,5.0,"Cervantes y Belaustegui, Luis, Dr.",CALLE,CERVANTES,Con Cruce,10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,40.0,2018-01-18 00:00:00,madrugada,1
2018-0011,1,2018,Enero,19,10.0,Callao y Vte. Lopez,AVENIDA,CALLAO AV.,Con Cruce,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,84.0,2018-01-19 00:00:00,mañana,1
2018-0012,1,2018,Enero,26,13.0,"Oliden y Chilavert, Martiniano, Coronel",CALLE,OLIDEN,Con Cruce,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,Viernes,CONDUCTOR,MASCULINO,20.0,2018-01-26 00:00:00,tarde,1
2018-0013,1,2018,Enero,28,8.0,Congreso Av. y Galvan,AVENIDA,CONGRESO AV.,Con Cruce,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,44.0,2018-01-28 00:00:00,mañana,1
2018-0014,1,2018,Enero,31,20.0,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,"MORENO, PERITO AV.",Con Cruce,7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,Miércoles,PEATON,MASCULINO,42.0,2018-02-04 00:00:00,noche,1
2018-0015,2,2018,Febrero,6,1.0,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,Sin Cruce,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,CONDUCTOR,MASCULINO,28.0,2018-02-06 00:00:00,madrugada,1
2018-0015,2,2018,Febrero,6,1.0,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,Sin Cruce,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,PASAJERO_ACOMPAÑANTE,MASCULINO,19.0,2018-02-06 00:00:00,madrugada,1
2018-0016,1,2018,Febrero,15,10.0,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,DEL LIBERTADOR AV.,Con Cruce,1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,31.0,2018-02-15 00:00:00,mañana,1
2018-0017,1,2018,Febrero,17,4.0,San Pedrito Av. y Rivadavia Av.,AVENIDA,SAN PEDRITO AV.,Con Cruce,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,35.0,2018-02-20 00:00:00,madrugada,1
2018-0018,1,2018,Febrero,17,7.0,"Isabel La Catolica y Salvadores, Cnel.",CALLE,ISABEL LA CATOLICA,Con Cruce,4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,MASCULINO,26.0,2018-02-17 00:00:00,mañana,1
2018-0019,1,2018,Febrero,17,12.0,Las Heras General Av. y Callao Av.,AVENIDA,LAS HERAS GENERAL AV.,Con Cruce,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,FEMENINO,80.0,2018-02-17 00:00:00,tarde,1
2018-0020,1,2018,Febrero,19,22.0,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,Sin Cruce,8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,26.0,2018-02-19 00:00:00,noche,1
2018-0021,1,2018,Febrero,22,10.0,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,"ALCORTA, AMANCIO AV.",Con Cruce,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,62.0,2018-02-22 00:00:00,mañana,1
2018-0022,1,2018,Febrero,24,0.0,"Montes De Oca, Manuel y Olavarria",AVENIDA,"MONTES DE OCA, MANUEL AV.",Con Cruce,4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,MASCULINO,28.0,2018-02-24 00:00:00,madrugada,1
2018-0023,1,2018,Febrero,24,6.0,Barco Centenera Del y Rosario,CALLE,BARCO CENTENERA DEL,Con Cruce,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,28.0,2018-02-24 00:00:00,mañana,1
2018-0024,1,2018,Febrero,28,23.0,Alvarez Thomas Av. y Donado,AVENIDA,ALVAREZ THOMAS AV.,Con Cruce,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,MASCULINO,70.0,2018-02-28 00:00:00,noche,1
2018-0025,1,2018,Marzo,4,22.0,Av. Avellaneda y Av. Boyacá,AVENIDA,AVELLANEDA AV.,Con Cruce,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,70.0,2018-03-05 00:00:00,noche,1
2018-0026,2,2018,Marzo,9,4.0,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Con Cruce,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,Viernes,CONDUCTOR,MASCULINO,24.0,2018-03-09 00:00:00,madrugada,1
2018-0026,2,2018,Marzo,9,4.0,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Con Cruce,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,Viernes,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2018-03-09 00:00:00,madrugada,1
2018-0027,1,2018,Marzo,11,23.0,Castro y Rondeau,CALLE,CASTRO,Con Cruce,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,Domingo,PEATON,FEMENINO,74.0,2018-03-11 00:00:00,noche,1
2018-0028,1,2018,Marzo,13,15.0,"Bilbao, Francisco Av. y Azul",AVENIDA,"BILBAO, FRANCISCO AV.",Con Cruce,9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,Martes,PEATON,MASCULINO,71.0,2018-03-13 00:00:00,tarde,1
2018-0029,1,2018,Marzo,15,18.0,Nazca Av. y Gaona Av.,AVENIDA,NAZCA AV.,Con Cruce,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,26.0,2018-03-15 00:00:00,noche,1
2018-0030,1,2018,Marzo,20,1.0,Plaza y Alvarez Thomas Av.,AVENIDA,PLAZA,Con Cruce,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,Martes,CONDUCTOR,MASCULINO,24.0,2018-03-20 00:00:00,madrugada,1
2018-0031,1,2018,Marzo,28,10.0,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,GAONA AV.,Con Cruce,11,-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,31.0,2018-03-28 00:00:00,mañana,1
2018-0032,1,2018,Abril,2,13.0,Cabildo Av. y Aguilar,AVENIDA,CABILDO AV.,Con Cruce,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,70.0,2018-04-02 00:00:00,tarde,1
2018-0033,1,2018,Abril,7,7.0,Camarones y Lope De Vega Av.,AVENIDA,CAMARONES,Con Cruce,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,FEMENINO,42.0,2018-04-10 00:00:00,mañana,1
2018-0034,1,2018,Abril,11,18.0,Santa Fe Av. 2320,AVENIDA,SANTA FE AV.,Sin Cruce,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,24.0,2018-04-11 00:00:00,noche,1
2018-0035,1,2018,Abril,12,16.0,Av. Rivadavia 6950,AVENIDA,RIVADAVIA AV.,Sin Cruce,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,39.0,2018-04-12 00:00:00,tarde,1
2018-0036,1,2018,Abril,13,23.0,Av. San Martín y Argerich,AVENIDA,SAN MARTIN AV.,Con Cruce,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,Viernes,CONDUCTOR,MASCULINO,37.0,2018-04-15 00:00:00,noche,1
2018-0037,1,2018,Abril,18,18.0,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,CORDOBA AV.,Con Cruce,2,-58.39872610,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,MASCULINO,84.0,2018-04-19 00:00:00,noche,1
2018-0038,2,2018,Abril,20,17.0,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,Sin Cruce,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,FEMENINO,59.0,2018-04-20 00:00:00,tarde,1
2018-0038,2,2018,Abril,20,17.0,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,Sin Cruce,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,MASCULINO,61.0,2018-04-20 00:00:00,tarde,1
2018-0039,1,2018,Abril,21,22.0,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,"LUGONES, LEOPOLDO AV.",Sin Cruce,14,.,.,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,37.0,2018-04-21 00:00:00,noche,1
2018-0040,1,2018,Abril,27,11.0,Ramon Freire y Virrey Olaguer y Feliu,CALLE,"FREIRE, RAMON, CAP. GRAL.",Con Cruce,13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,FEMENINO,42.0,2018-04-27 00:00:00,mañana,1
2018-0041,1,2018,Abril,27,13.0,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,LA PLATA AV.,Con Cruce,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,FEMENINO,78.0,2018-04-27 00:00:00,tarde,1
2018-0042,1,2018,Abril,27,18.0,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,Con Cruce,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,Viernes,PASAJERO_ACOMPAÑANTE,MASCULINO,23.0,2018-04-27 00:00:00,noche,1
2018-0043,1,2018,Abril,28,6.0,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,"VILARDEBO, TEODORO",Con Cruce,11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,25.0,2018-04-29 00:00:00,mañana,1
2018-0044,1,2018,Abril,28,9.0,Alberti e Independencia Av.,AVENIDA,ALBERTI,Con Cruce,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,FEMENINO,50.0,2018-04-28 00:00:00,mañana,1
2018-0045,1,2018,Abril,30,7.0,Alvarez Thomas Av. 879,AVENIDA,ALVAREZ THOMAS AV.,Sin Cruce,13,-58.45448963,-34.57916920,AUTO-CARGAS,AUTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,60.0,2018-04-30 00:00:00,mañana,1
2018-0046,1,2018,Mayo,2,3.0,Av. Gral. Paz y Av. Rivadavia,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,MASCULINO,11.0,2018-05-02 00:00:00,madrugada,1
2018-0047,1,2018,Mayo,8,19.0,Av. Corrientes y Av. Dorrego,AVENIDA,CORRIENTES AV.,Con Cruce,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,82.0,2018-05-09 00:00:00,noche,1
2018-0048,1,2018,Mayo,9,10.0,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,Con Cruce,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,57.0,2018-05-16 00:00:00,mañana,1
2018-0049,1,2018,Mayo,11,19.0,Quesada 2300,CALLE,QUESADA,Sin Cruce,13,-58.46213220,-34.55395823,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,FEMENINO,40.0,2018-05-13 00:00:00,noche,1
2018-0050,1,2018,Mayo,14,18.0,Cabildo Av. y Juramento Av.,AVENIDA,CABILDO AV.,Con Cruce,13,-58.45669422,-34.56203610,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,FEMENINO,47.0,2018-05-24 00:00:00,noche,1
2018-0051,1,2018,Mayo,15,21.0,"California y Carbonari, Francisco, Cmte.",CALLE,CALIFORNIA,Con Cruce,4,-58.35977160,-34.64341878,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,57.0,2018-05-15 00:00:00,noche,1
2018-0052,1,2018,Mayo,18,20.0,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",Con Cruce,15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,78.0,2018-05-19 00:00:00,noche,1
2018-0053,1,2018,Mayo,20,2.0,San Luis y Aguero,CALLE,SAN LUIS,Con Cruce,3,-58.41059280,-34.59939180,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,43.0,2018-05-20 00:00:00,madrugada,1
2018-0054,1,2018,Mayo,22,11.0,Lugones 2430,CALLE,LUGONES,Sin Cruce,12,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,Martes,PEATON,FEMENINO,86.0,2018-05-25 00:00:00,mañana,1
2018-0055,1,2018,Mayo,29,7.0,Independencia Av. y Jujuy Av.,AVENIDA,INDEPENDENCIA AV.,Con Cruce,3,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,21.0,2018-05-29 00:00:00,mañana,1
2018-0056,1,2018,Junio,2,13.0,Av. Rivadavia 11050,AVENIDA,RIVADAVIA AV.,Sin Cruce,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,FEMENINO,69.0,2018-06-04 00:00:00,tarde,1
2018-0057,1,2018,Junio,3,3.0,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,Con Cruce,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,Domingo,CONDUCTOR,MASCULINO,33.0,2018-06-04 00:00:00,madrugada,1
2018-0058,1,2018,Junio,3,6.0,Cordoba Av. y Thames,AVENIDA,CORDOBA AV.,Con Cruce,15,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,26.0,2018-06-13 00:00:00,mañana,1
2018-0059,1,2018,Junio,8,6.0,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,"GARAY, JUAN DE AV.",Con Cruce,5,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,Viernes,CONDUCTOR,MASCULINO,54.0,2018-06-08 00:00:00,mañana,1
2018-0060,1,2018,Junio,8,12.0,"Lavalle y Alem, Leandro N. Av.",AVENIDA,LAVALLE,Con Cruce,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,51.0,2018-06-08 00:00:00,tarde,1
2018-0061,1,2018,Junio,10,11.0,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,Con Cruce,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,Domingo,CONDUCTOR,MASCULINO,51.0,2018-06-10 00:00:00,mañana,1
2018-0062,1,2018,Junio,14,1.0,Rosario y Barco Centenera Del,CALLE,ROSARIO,Con Cruce,6,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,MASCULINO,32.0,2018-06-14 00:00:00,madrugada,1
2018-0063,1,2018,Junio,16,21.0,Av. Leandro N. Alem y Viamonte,AVENIDA,"ALEM, LEANDRO N. AV.",Con Cruce,1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,FEMENINO,28.0,2018-06-17 00:00:00,noche,1
2018-0064,1,2018,Junio,25,1.0,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,Con Cruce,7,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,30.0,2018-06-25 00:00:00,madrugada,1
2018-0065,1,2018,Junio,26,17.0,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",Con Cruce,1,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,35.0,2018-06-26 00:00:00,tarde,1
2018-0066,1,2018,Junio,28,11.0,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,Con Cruce,15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,73.0,2018-06-28 00:00:00,mañana,1
2018-0067,1,2018,Junio,29,16.0,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",Con Cruce,4,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,Viernes,PASAJERO_ACOMPAÑANTE,FEMENINO,81.0,2018-07-06 00:00:00,tarde,1
2018-0068,1,2018,Julio,1,9.0,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,Con Cruce,7,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,21.0,2018-07-01 00:00:00,mañana,2
2018-0069,1,2018,Julio,4,21.0,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,Sin Cruce,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Miércoles,CICLISTA,MASCULINO,20.0,2018-07-04 00:00:00,noche,2
2018-0070,1,2018,Julio,7,15.0,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,Con Cruce,3,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,33.0,2018-07-07 00:00:00,tarde,2
2018-0071,1,2018,Julio,10,17.0,Moreno y Av. Huergo,AVENIDA,MORENO,Con Cruce,1,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,42.0,2018-07-10 00:00:00,tarde,2
2018-0072,1,2018,Julio,11,13.0,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Sin Cruce,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,27.0,2018-07-13 00:00:00,tarde,2
2018-0073,1,2018,Julio,11,15.0,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",Sin Cruce,4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,FEMENINO,67.0,2018-07-11 00:00:00,tarde,2
2018-0074,1,2018,Julio,14,6.0,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin Cruce,7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,Sábado,CONDUCTOR,MASCULINO,25.0,2018-07-14 00:00:00,mañana,2
2018-0075,1,2018,Julio,15,7.0,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,23.0,2018-07-15 00:00:00,mañana,2
2018-0076,1,2018,Julio,16,9.0,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE",Con Cruce,9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,73.0,2018-07-16 00:00:00,mañana,2
2018-0077,1,2018,Julio,16,23.0,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",Con Cruce,3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,58.0,2018-07-17 00:00:00,noche,2
2018-0078,1,2018,Julio,21,6.0,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,Con Cruce,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,27.0,2018-07-21 00:00:00,mañana,2
2018-0079,1,2018,Julio,23,7.0,"De Los Corrales Av. y Paz, Gral. Av.",AVENIDA,DE LOS CORRALES AV.,Con Cruce,9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,Lunes,PEATON,MASCULINO,42.0,2018-07-23 00:00:00,mañana,2
2018-0080,1,2018,Julio,25,22.0,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con Cruce,9,-58.51232237,-34.65903530,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,MASCULINO,26.0,2018-07-25 00:00:00,noche,2
2018-0081,1,2018,Julio,29,6.0,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,Con Cruce,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,Domingo,PEATON,MASCULINO,35.0,2018-07-29 00:00:00,mañana,2
2018-0082,1,2018,Agosto,1,15.0,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,Con Cruce,9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,FEMENINO,17.0,2018-08-01 00:00:00,tarde,2
2018-0083,1,2018,Agosto,2,5.0,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,"PAZ, GRAL. AV.",Con Cruce,8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,42.0,2018-08-02 00:00:00,madrugada,2
2018-0084,1,2018,Agosto,3,7.0,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",Con Cruce,1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,MASCULINO,45.0,2018-08-03 00:00:00,mañana,2
2018-0085,2,2018,Agosto,3,18.0,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,Con Cruce,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,Viernes,PASAJERO_ACOMPAÑANTE,FEMENINO,22.0,2018-08-03 00:00:00,noche,2
2018-0085,2,2018,Agosto,3,18.0,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,Con Cruce,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,Viernes,CONDUCTOR,MASCULINO,30.0,2018-08-03 00:00:00,noche,2
2018-0086,1,2018,Agosto,10,21.0,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,Con Cruce,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,40.0,2018-08-10 00:00:00,noche,2
